# Weather station New York / Central Park (AWS), USA, METAR=KNYC,selection from 01.05.2018 till 01.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KNYC&lang=en
#
"Local time in New York / Central Park (AWS)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"01.05.2018 09:51";"16.0";"761.5";"764.5";"29";"Wind blowing from the west-northwest";"3";"";"";"";"No clouds";"16.0";"-2.0";
"01.05.2018 08:51";"14.0";"761.5";"764.5";"41";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"1.0";
"01.05.2018 07:51";"12.0";"761.3";"764.3";"44";"Wind blowing from the west";"3";"";"";"";"No clouds";"16.0";"0.0";
"01.05.2018 06:51";"9.0";"761.3";"764.3";"58";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"1.0";
"01.05.2018 05:51";"9.0";"761.0";"764.0";"62";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"2.0";
"01.05.2018 04:51";"10.0";"760.5";"763.5";"62";"variable wind direction";"2";"";"";"";"Overcast (100%) 2850 m";"16.0";"3.0";
"01.05.2018 03:51";"10.0";"760.5";"763.5";"58";"Calm, no wind";"0";"";"";"";"Overcast (100%) 3000 m";"16.0";"2.0";
"01.05.2018 02:51";"9.0";"760.3";"763.3";"62";"Wind blowing from the west";"2";"";"";"";"Overcast (100%) 3000 m";"16.0";"2.0";
"01.05.2018 01:51";"10.0";"760.5";"763.5";"58";"Wind blowing from the west";"2";"";"";"";"Broken clouds (60-90%) 3000 m";"16.0";"2.0";
"01.05.2018 00:51";"9.0";"760.5";"763.5";"66";"Wind blowing from the west";"2";"";"";"";"No clouds";"16.0";"3.0";
