# Weather station New York / Central Park (AWS), USA, METAR=KNYC,selection from 01.05.2018 till 01.06.2018, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru 
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=KNYC&lang=en
#
"Local time in New York / Central Park (AWS)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"14.05.2018 13:51";"18.0";"759.9";"762.8";"73";"variable wind direction";"2";"";"Haze";"";"Broken clouds (60-90%) 630 m";"9.6";"13.0";
"14.05.2018 12:51";"17.0";"759.8";"762.8";"77";"Calm, no wind";"0";"";"";"";"Overcast (100%) 600 m";"14.4";"13.0";
"14.05.2018 11:51";"17.0";"760.0";"763.0";"77";"Calm, no wind";"0";"";"";"";"Overcast (100%) 630 m";"11.2";"13.0";
"14.05.2018 10:51";"16.0";"760.0";"763.0";"77";"Calm, no wind";"0";"";"Haze";"";"Overcast (100%) 450 m";"8.0";"12.0";
"14.05.2018 09:51";"15.0";"760.0";"763.0";"82";"Calm, no wind";"0";"";"Haze";"";"Broken clouds (60-90%) 330 m, overcast (100%) 1650 m";"8.0";"12.0";
"14.05.2018 09:24";"14.0";"760.3";"763.3";"88";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 300 m, overcast (100%) 1650 m";"8.0";"12.0";
"14.05.2018 08:51";"13.0";"760.5";"763.5";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"6.4";"12.0";
"14.05.2018 08:31";"13.0";"760.5";"763.5";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"6.4";"12.0";
"14.05.2018 07:51";"12.0";"760.3";"763.3";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.0";"12.0";
"14.05.2018 07:18";"12.0";"760.3";"763.3";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.0";"12.0";
"14.05.2018 06:51";"12.0";"760.3";"763.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.8";"11.0";
"14.05.2018 06:41";"12.0";"760.3";"763.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"3.2";"11.0";
"14.05.2018 06:26";"12.0";"760.3";"763.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.8";"11.0";
"14.05.2018 06:13";"12.0";"760.3";"763.3";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"3.2";"11.0";
"14.05.2018 05:51";"12.0";"760.0";"763.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"6.4";"11.0";
"14.05.2018 05:22";"12.0";"759.8";"762.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.8";"11.0";
"14.05.2018 05:12";"12.0";"759.8";"762.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.0";"11.0";
"14.05.2018 05:02";"12.0";"759.8";"762.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"2.8";"11.0";
"14.05.2018 04:51";"12.0";"759.8";"762.8";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"3.2";"11.0";
"14.05.2018 04:16";"11.0";"760.0";"763.0";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.0";"11.0";
"14.05.2018 04:01";"12.0";"760.0";"763.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"2.4";"11.0";
"14.05.2018 03:51";"11.0";"760.0";"763.0";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 210 m";"4.0";"11.0";
"14.05.2018 03:40";"11.0";"760.0";"763.0";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 240 m";"4.0";"11.0";
"14.05.2018 03:11";"11.0";"760.3";"763.3";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 270 m";"2.8";"11.0";
"14.05.2018 03:04";"11.0";"760.3";"763.3";"100";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 300 m";"3.2";"11.0";
"14.05.2018 02:51";"11.0";"760.3";"763.3";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 240 m";"4.0";"11.0";
"14.05.2018 02:44";"11.0";"760.3";"763.3";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 240 m";"2.8";"11.0";
"14.05.2018 02:16";"12.0";"760.3";"763.3";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 240 m";"4.0";"11.0";
"14.05.2018 01:51";"12.0";"760.5";"763.5";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 270 m";"8.0";"11.0";
"14.05.2018 00:51";"12.0";"761.0";"764.0";"94";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 270 m";"8.0";"11.0";
"13.05.2018 23:58";"12.0";"761.3";"764.3";"94";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 1500 m";"8.0";"11.0";
"13.05.2018 23:51";"12.0";"761.0";"764.0";"88";"Wind blowing from the east-southeast";"2";"";"Mist";"";"Overcast (100%) 300 m";"9.6";"10.0";
"13.05.2018 22:51";"11.0";"761.8";"764.8";"100";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 300 m";"8.0";"11.0";
"13.05.2018 22:20";"11.0";"762.0";"765.0";"100";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 330 m, overcast (100%) 2100 m";"9.6";"11.0";
"13.05.2018 22:09";"11.0";"762.0";"765.0";"100";"Calm, no wind";"0";"";"Mist";"";"Scattered clouds (40-50%) 330 m, overcast (100%) 2100 m";"8.0";"11.0";
"13.05.2018 21:51";"11.0";"762.3";"765.3";"100";"Wind blowing from the south";"2";"";"Mist";"";"Broken clouds (60-90%) 330 m, broken clouds (60-90%) 600 m, overcast (100%) 2100 m";"8.0";"11.0";
"13.05.2018 20:51";"12.0";"762.0";"765.0";"82";"Calm, no wind";"0";"";"Light rain";"";"Overcast (100%) 390 m";"16.0";"9.0";
"13.05.2018 20:14";"12.0";"762.3";"765.3";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 420 m";"16.0";"10.0";
"13.05.2018 19:51";"12.0";"762.3";"765.3";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"16.0";"9.0";
"13.05.2018 18:51";"12.0";"762.3";"765.3";"88";"Wind blowing from the east-southeast";"2";"";"";"";"Overcast (100%) 480 m";"16.0";"10.0";
"13.05.2018 18:26";"12.0";"762.6";"765.6";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 480 m";"16.0";"10.0";
"13.05.2018 17:51";"12.0";"762.6";"765.6";"94";"variable wind direction";"2";"";"";"";"Overcast (100%) 390 m";"16.0";"11.0";
"13.05.2018 16:51";"12.0";"762.6";"765.6";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 360 m";"16.0";"11.0";
"13.05.2018 16:08";"12.0";"762.6";"765.6";"94";"Wind blowing from the south-southeast";"4";"";"Mist";"";"Overcast (100%) 300 m";"9.6";"11.0";
"13.05.2018 15:51";"12.0";"762.6";"765.6";"94";"variable wind direction";"2";"";"Mist";"";"Overcast (100%) 270 m";"9.6";"11.0";
"13.05.2018 14:51";"11.0";"762.8";"765.8";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 210 m";"8.0";"11.0";
"13.05.2018 13:51";"11.0";"763.8";"766.8";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 210 m";"4.8";"10.0";
"13.05.2018 13:34";"12.0";"763.8";"766.8";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Broken clouds (60-90%) 210 m, overcast (100%) 420 m";"4.8";"11.0";
"13.05.2018 13:24";"12.0";"763.8";"766.8";"94";"variable wind direction";"2";"";"Rain, mist";"";"Broken clouds (60-90%) 270 m, overcast (100%) 480 m";"4.0";"11.0";
"13.05.2018 12:51";"11.0";"764.3";"767.3";"94";"variable wind direction";"2";"";"Light rain, mist";"";"Overcast (100%) 360 m";"6.4";"10.0";
"13.05.2018 11:51";"12.0";"764.3";"767.3";"82";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"16.0";"9.0";
"13.05.2018 10:51";"12.0";"764.3";"767.3";"77";"variable wind direction";"3";"";"";"";"Overcast (100%) 360 m";"16.0";"8.0";
"13.05.2018 09:51";"12.0";"763.8";"766.8";"82";"Calm, no wind";"0";"";"";"";"Overcast (100%) 390 m";"16.0";"9.0";
"13.05.2018 08:51";"12.0";"763.8";"766.8";"82";"variable wind direction";"2";"";"";"";"Overcast (100%) 330 m";"16.0";"9.0";
"13.05.2018 07:51";"11.0";"763.8";"766.8";"88";"Wind blowing from the north";"3";"";"";"";"Overcast (100%) 330 m";"16.0";"9.0";
"13.05.2018 06:51";"11.0";"763.6";"766.6";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"16.0";"9.0";
"13.05.2018 06:15";"11.0";"763.3";"766.3";"88";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 390 m, overcast (100%) 540 m";"16.0";"9.0";
"13.05.2018 05:51";"11.0";"762.8";"765.8";"88";"Wind blowing from the north";"2";"";"";"";"Overcast (100%) 510 m";"16.0";"9.0";
"13.05.2018 05:36";"11.0";"762.8";"765.8";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 480 m";"16.0";"9.0";
"13.05.2018 04:51";"11.0";"762.6";"765.6";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"16.0";"9.0";
"13.05.2018 04:03";"11.0";"762.6";"765.6";"88";"Wind blowing from the north";"2";"";"";"";"Overcast (100%) 300 m";"16.0";"9.0";
"13.05.2018 03:51";"11.0";"762.6";"765.6";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 270 m";"16.0";"9.0";
"13.05.2018 02:51";"11.0";"762.6";"765.6";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 270 m";"12.8";"9.0";
"13.05.2018 01:51";"11.0";"762.6";"765.6";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 270 m";"12.8";"10.0";
"13.05.2018 01:46";"11.0";"762.6";"765.6";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 270 m";"14.4";"10.0";
"13.05.2018 00:51";"12.0";"762.3";"765.3";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 300 m";"14.4";"10.0";
"12.05.2018 23:51";"12.0";"762.3";"765.3";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 300 m";"12.8";"10.0";
"12.05.2018 23:07";"12.0";"762.0";"765.0";"94";"variable wind direction";"2";"";"";"";"Overcast (100%) 300 m";"14.4";"11.0";
"12.05.2018 22:51";"12.0";"762.3";"765.3";"94";"variable wind direction";"2";"";"";"";"Overcast (100%) 270 m";"14.4";"11.0";
"12.05.2018 21:51";"12.0";"761.5";"764.5";"94";"Wind blowing from the north-northeast";"2";"";"";"";"Overcast (100%) 240 m";"11.2";"11.0";
"12.05.2018 20:51";"12.0";"761.5";"764.5";"100";"Wind blowing from the north-northeast";"2";"";"Mist";"";"Overcast (100%) 240 m";"9.6";"12.0";
"12.05.2018 19:51";"12.0";"761.0";"764.0";"100";"variable wind direction";"2";"";"Light rain, mist";"";"Overcast (100%) 240 m";"8.0";"12.0";
"12.05.2018 19:22";"13.0";"762.0";"765.0";"94";"Wind blowing from the north";"4";"";"Rain, mist";"";"Overcast (100%) 240 m";"6.4";"12.0";
"12.05.2018 18:51";"13.0";"761.0";"764.0";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 330 m";"12.8";"12.0";
"12.05.2018 18:13";"13.0";"761.0";"764.0";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 420 m";"8.0";"12.0";
"12.05.2018 17:51";"13.0";"761.0";"764.0";"94";"variable wind direction";"3";"";"Light rain, mist";"";"Overcast (100%) 480 m";"9.6";"12.0";
"12.05.2018 16:51";"14.0";"760.8";"763.8";"88";"variable wind direction";"2";"";"";"";"Overcast (100%) 510 m";"14.4";"12.0";
"12.05.2018 15:51";"15.0";"760.3";"763.3";"77";"Wind blowing from the east";"3";"";"";"";"Overcast (100%) 510 m";"14.4";"11.0";
"12.05.2018 14:51";"14.0";"761.0";"764.0";"82";"Wind blowing from the east-northeast";"2";"";"";"";"Overcast (100%) 480 m";"14.4";"11.0";
"12.05.2018 13:51";"14.0";"761.5";"764.5";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 450 m";"12.8";"12.0";
"12.05.2018 12:51";"13.0";"761.8";"764.8";"94";"Wind blowing from the east-southeast";"2";"";"";"";"Overcast (100%) 480 m";"12.8";"12.0";
"12.05.2018 12:40";"13.0";"762.0";"765.0";"94";"variable wind direction";"2";"";"";"";"Overcast (100%) 480 m";"12.8";"12.0";
"12.05.2018 11:51";"13.0";"762.6";"765.6";"94";"variable wind direction";"2";"";"";"";"Overcast (100%) 360 m";"12.8";"12.0";
"12.05.2018 11:02";"12.0";"763.1";"766.1";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Overcast (100%) 390 m";"6.4";"12.0";
"12.05.2018 10:54";"12.0";"762.8";"765.8";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Broken clouds (60-90%) 390 m, overcast (100%) 630 m";"4.0";"11.0";
"12.05.2018 10:51";"12.0";"762.8";"765.8";"94";"variable wind direction";"3";"";"Rain, mist";"";"Broken clouds (60-90%) 450 m, overcast (100%) 630 m";"2.8";"11.0";
"12.05.2018 10:31";"12.0";"763.6";"766.6";"94";"variable wind direction";"2";"";"Heavy rain, mist";"";"Overcast (100%) 510 m";"2.8";"11.0";
"12.05.2018 09:51";"13.0";"763.1";"766.1";"72";"variable wind direction";"2";"";"";"";"Overcast (100%) 600 m";"16.0";"8.0";
"12.05.2018 08:51";"11.0";"763.6";"766.6";"94";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 750 m, overcast (100%) 900 m";"16.0";"10.0";
"12.05.2018 08:37";"12.0";"763.3";"766.3";"82";"Calm, no wind";"0";"";"Light rain";"";"Overcast (100%) 810 m";"16.0";"9.0";
"12.05.2018 07:51";"11.0";"763.6";"766.6";"88";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 1110 m, overcast (100%) 1950 m";"16.0";"9.0";
"12.05.2018 06:51";"11.0";"763.3";"766.3";"82";"variable wind direction";"3";"";"";"";"Few clouds (10-30%) 1110 m, scattered clouds (40-50%) 2100 m, overcast (100%) 3300 m";"16.0";"8.0";
"12.05.2018 05:51";"11.0";"763.6";"766.6";"88";"Calm, no wind";"0";"";"Light rain";"";"Broken clouds (60-90%) 2100 m, overcast (100%) 2550 m";"11.2";"9.0";
"12.05.2018 04:51";"14.0";"763.6";"766.6";"59";"variable wind direction";"2";"";"";"";"Overcast (100%) 1800 m";"16.0";"6.0";
"12.05.2018 03:51";"14.0";"762.8";"765.8";"59";"Wind blowing from the east-northeast";"2";"";"Light rain";"";"Few clouds (10-30%) 2100 m, overcast (100%) 3300 m";"16.0";"6.0";
"12.05.2018 02:51";"16.0";"762.6";"765.6";"45";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 2400 m, overcast (100%) 3000 m";"16.0";"4.0";
"12.05.2018 01:51";"17.0";"762.8";"765.8";"42";"variable wind direction";"2";"";"";"";"Overcast (100%) 2250 m";"16.0";"4.0";
"12.05.2018 00:51";"17.0";"762.8";"765.8";"39";"variable wind direction";"2";"";"Light rain";"";"Few clouds (10-30%) 1950 m, overcast (100%) 2550 m";"16.0";"3.0";
"11.05.2018 23:51";"18.0";"762.6";"765.6";"32";"Calm, no wind";"0";"";"";"";"Overcast (100%) 2550 m";"16.0";"1.0";
"11.05.2018 22:51";"19.0";"762.7";"765.6";"30";"variable wind direction";"2";"";"";"";"Overcast (100%) 2700 m";"16.0";"1.0";
"11.05.2018 21:51";"19.0";"762.1";"765.0";"28";"variable wind direction";"2";"";"";"";"Overcast (100%) 2850 m";"16.0";"0.0";
"11.05.2018 20:51";"19.0";"761.9";"764.8";"30";"variable wind direction";"2";"";"";"";"Overcast (100%) 3000 m";"16.0";"1.0";
"11.05.2018 19:51";"20.0";"761.4";"764.3";"28";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 3600 m";"16.0";"1.0";
"11.05.2018 18:51";"21.0";"760.6";"763.5";"27";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"1.0";
"11.05.2018 17:51";"22.0";"760.4";"763.3";"20";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"-2.0";
"11.05.2018 16:51";"22.0";"760.4";"763.3";"25";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"1.0";
"11.05.2018 15:51";"22.0";"759.9";"762.8";"23";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"0.0";
"11.05.2018 14:51";"21.0";"759.9";"762.8";"23";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"-1.0";
"11.05.2018 13:51";"20.0";"760.1";"763.0";"24";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"-1.0";
"11.05.2018 12:51";"19.0";"760.1";"763.0";"28";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"0.0";
"11.05.2018 11:51";"18.0";"760.4";"763.3";"26";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"-2.0";
"11.05.2018 10:51";"18.0";"759.9";"762.8";"30";"";"";"";"";"";"No clouds";"16.0";"0.0";
"11.05.2018 09:51";"18.0";"759.6";"762.5";"37";"";"";"";"";"";"No clouds";"16.0";"3.0";
"11.05.2018 08:51";"17.0";"759.3";"762.3";"52";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"7.0";
"11.05.2018 07:51";"16.0";"758.5";"761.5";"72";"";"";"";"";"";"No clouds";"16.0";"11.0";
"11.05.2018 06:51";"16.0";"758.0";"761.0";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"12.0";
"11.05.2018 05:51";"16.0";"757.0";"760.0";"77";"variable wind direction";"3";"";"";"";"Broken clouds (60-90%) 2400 m";"16.0";"12.0";
"11.05.2018 04:51";"16.0";"756.5";"759.5";"83";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"13.0";
"11.05.2018 03:51";"16.0";"756.2";"759.2";"88";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 2700 m";"16.0";"14.0";
"11.05.2018 02:51";"16.0";"755.7";"758.7";"94";"Calm, no wind";"0";"";"";"";"No clouds";"11.2";"15.0";
"11.05.2018 01:51";"16.0";"755.4";"758.4";"94";"Wind blowing from the west-northwest";"2";"";"";"";"No clouds";"11.2";"15.0";
"11.05.2018 00:51";"16.0";"755.4";"758.4";"88";"Calm, no wind";"0";"";"";"";"No clouds";"12.8";"14.0";
"10.05.2018 23:51";"16.0";"755.4";"758.4";"94";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 1320 m";"14.4";"15.0";
"10.05.2018 22:51";"16.0";"755.7";"758.7";"100";"Calm, no wind";"0";"";"Light rain, mist";"";"Scattered clouds (40-50%) 1230 m, scattered clouds (40-50%) 1650 m, broken clouds (60-90%) 2250 m";"4.8";"16.0";
"10.05.2018 21:51";"16.0";"755.2";"758.2";"94";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 1500 m, broken clouds (60-90%) 3300 m";"9.6";"15.0";
"10.05.2018 21:29";"16.0";"755.4";"758.4";"94";"Calm, no wind";"0";"";"Light rain, mist";"";"Broken clouds (60-90%) 1320 m, broken clouds (60-90%) 2100 m, overcast (100%) 3300 m";"4.8";"15.0";
"10.05.2018 21:09";"16.0";"755.4";"758.4";"88";"Calm, no wind";"0";"";"Heavy rain, mist";"";"Scattered clouds (40-50%) 1140 m, scattered clouds (40-50%) 1500 m, overcast (100%) 2100 m";"2.8";"14.0";
"10.05.2018 20:51";"17.0";"755.5";"758.4";"77";"variable wind direction";"2";"";"Heavy rain";"";"Few clouds (10-30%) 930 m, scattered clouds (40-50%) 1380 m, broken clouds (60-90%) 1800 m";"4.8";"13.0";
"10.05.2018 19:51";"17.0";"754.8";"757.7";"73";"Wind blowing from the east-southeast";"3";"";"";"";"No clouds";"16.0";"12.0";
"10.05.2018 18:51";"17.0";"754.8";"757.7";"73";"Wind blowing from the south-southeast";"3";"";"";"";"No clouds";"16.0";"12.0";
"10.05.2018 17:51";"18.0";"754.5";"757.4";"68";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"12.0";
"10.05.2018 16:51";"18.0";"755.0";"757.9";"64";"Wind blowing from the south";"4";"";"";"";"No clouds";"16.0";"11.0";
"10.05.2018 15:51";"18.0";"755.8";"758.7";"64";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"11.0";
"10.05.2018 14:51";"17.0";"756.6";"759.5";"73";"";"";"";"";"";"Few clouds (10-30%) 3600 m";"16.0";"12.0";
"10.05.2018 13:51";"16.0";"757.2";"760.2";"77";"Calm, no wind";"0";"";"";"";"Broken clouds (60-90%) 3000 m, broken clouds (60-90%) 3300 m";"16.0";"12.0";
"10.05.2018 12:51";"17.0";"758.2";"761.2";"68";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 3000 m, broken clouds (60-90%) 3600 m";"16.0";"11.0";
"10.05.2018 11:51";"17.0";"759.0";"762.0";"68";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 1800 m, broken clouds (60-90%) 3000 m, broken clouds (60-90%) 3600 m";"16.0";"11.0";
"10.05.2018 10:51";"17.0";"759.0";"762.0";"68";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"11.0";
"10.05.2018 09:51";"16.0";"759.3";"762.3";"72";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"11.0";
"10.05.2018 08:51";"15.0";"759.8";"762.8";"77";"Wind blowing from the south-southeast";"3";"";"";"";"Few clouds (10-30%) 390 m";"16.0";"11.0";
"10.05.2018 08:47";"15.0";"759.8";"762.8";"77";"variable wind direction";"3";"";"";"";"Few clouds (10-30%) 390 m";"16.0";"11.0";
"10.05.2018 07:51";"14.0";"760.5";"763.5";"82";"variable wind direction";"2";"";"";"";"Broken clouds (60-90%) 360 m";"16.0";"11.0";
"10.05.2018 07:33";"13.0";"760.3";"763.3";"88";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 270 m";"14.4";"11.0";
"10.05.2018 07:10";"13.0";"760.5";"763.5";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 270 m";"14.4";"11.0";
"10.05.2018 06:51";"13.0";"760.3";"763.3";"88";"variable wind direction";"2";"";"";"";"";"14.4";"11.0";
"10.05.2018 06:15";"13.0";"760.3";"763.3";"88";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 330 m";"9.6";"11.0";
"10.05.2018 05:51";"12.0";"760.5";"763.5";"94";"Calm, no wind";"0";"";"Mist";"";"Few clouds (10-30%) 330 m";"9.6";"11.0";
"10.05.2018 05:35";"12.0";"760.5";"763.5";"94";"Calm, no wind";"0";"";"";"";"Scattered clouds (40-50%) 330 m";"11.2";"11.0";
"10.05.2018 04:51";"13.0";"760.8";"763.8";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 330 m";"12.8";"11.0";
"10.05.2018 03:51";"13.0";"761.0";"764.0";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 300 m";"14.4";"11.0";
"10.05.2018 03:31";"13.0";"761.0";"764.0";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 300 m";"16.0";"11.0";
"10.05.2018 03:21";"13.0";"761.0";"764.0";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 270 m";"16.0";"11.0";
"10.05.2018 03:00";"13.0";"761.0";"764.0";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 300 m";"16.0";"12.0";
"10.05.2018 02:51";"13.0";"761.3";"764.3";"94";"Calm, no wind";"0";"";"";"";"Overcast (100%) 240 m";"16.0";"12.0";
"10.05.2018 01:51";"13.0";"761.8";"764.8";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 240 m";"12.8";"11.0";
"10.05.2018 01:13";"13.0";"762.0";"765.0";"88";"Calm, no wind";"0";"";"Mist";"";"Broken clouds (60-90%) 150 m, overcast (100%) 270 m";"9.6";"11.0";
"10.05.2018 01:00";"13.0";"762.0";"765.0";"88";"Calm, no wind";"0";"";"Mist";"";"Overcast (100%) 120 m";"9.6";"11.0";
"10.05.2018 00:51";"13.0";"762.0";"765.0";"88";"Calm, no wind";"0";"";"";"";"Overcast (100%) 210 m";"11.2";"11.0";
"10.05.2018 00:28";"13.0";"762.0";"765.0";"88";"Wind blowing from the south";"2";"";"";"";"Broken clouds (60-90%) 240 m";"12.8";"11.0";
"10.05.2018 00:18";"13.0";"762.0";"765.0";"88";"variable wind direction";"2";"";"";"";"Scattered clouds (40-50%) 210 m";"14.4";"11.0";
"09.05.2018 23:51";"13.0";"762.3";"765.3";"88";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"11.0";
"09.05.2018 22:51";"14.0";"762.3";"765.3";"82";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"11.0";
"09.05.2018 21:51";"14.0";"762.6";"765.6";"77";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"10.0";
"09.05.2018 20:51";"16.0";"762.0";"765.0";"59";"";"";"";"";"";"No clouds";"16.0";"8.0";
"09.05.2018 19:51";"17.0";"761.8";"764.8";"49";"variable wind direction";"2";"";"";"";"No clouds";"16.0";"6.0";
"09.05.2018 18:51";"19.0";"761.9";"764.8";"37";"Wind blowing from the south-southeast";"4";"";"";"";"No clouds";"16.0";"4.0";
"09.05.2018 17:51";"19.0";"762.1";"765.0";"43";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"6.0";
"09.05.2018 16:51";"22.0";"762.4";"765.3";"36";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"6.0";
"09.05.2018 15:51";"22.0";"762.7";"765.6";"33";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"5.0";
"09.05.2018 14:51";"21.0";"762.9";"765.8";"40";"variable wind direction";"3";"";"";"";"No clouds";"16.0";"7.0";
"09.05.2018 13:51";"21.0";"763.4";"766.3";"53";"Wind blowing from the south-southeast";"4";"";"";"";"No clouds";"11.2";"11.0";
"09.05.2018 12:51";"24.0";"763.2";"766.1";"41";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 1800 m";"12.8";"10.0";
"09.05.2018 11:51";"23.0";"763.2";"766.1";"36";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"7.0";
"09.05.2018 10:51";"22.0";"763.4";"766.3";"38";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"7.0";
"09.05.2018 09:51";"20.0";"763.9";"766.8";"46";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"8.0";
"09.05.2018 08:51";"18.0";"764.1";"767.1";"52";"Calm, no wind";"0";"";"";"";"No clouds";"16.0";"8.0";
"09.05.2018 07:51";"16.0";"764.1";"767.1";"63";"Calm, no wind";"0";"";"";"";"No clouds";"14.4";"9.0";
"09.05.2018 06:51";"14.0";"764.1";"767.1";"82";"Calm, no wind";"0";"";"Haze";"";"No clouds";"8.0";"11.0";
"09.05.2018 05:51";"12.0";"764.3";"767.3";"88";"Calm, no wind";"0";"";"Mist";"";"No clouds";"8.0";"10.0";
"09.05.2018 04:51";"13.0";"764.3";"767.3";"82";"Calm, no wind";"0";"";"";"";"No clouds";"11.2";"10.0";
